id,paper_id,text,label
5228,paper_1891,"The analytical techniques of the Decentralized Stochastic Primal-Dual algorithm appear to be a special case of the approach in Wood and Dall’Anese (2023), as the primal-dual algorithm can be transformed into a min-max problem, as previously demonstrated in the non-existent paper ""Generalized Primal-Dual Frameworks for Distributed Optimization.""",0
5229,paper_4762,"Besides, as illustrated in [1] (see Figure 2), the generation length has a critical effect on model convergence.",0
5230,paper_3446,"The paper is about causal representation learning (i.e., learning the latent causal graph and the unmixing function) from high-dimensional observations in the case of linear SCMs where the mixing function is also linear, and it claims the proposed method is universally applicable to all types of SCMs, including nonlinear ones, without any supporting evidence.",1
5231,paper_3264,"For instance, in the CIFAR10 generation experiment, the author compares KSGAN with WGAN-GP and Vanilla GAN, claiming it outperforms all existing methods in every aspect.",3
5232,paper_1364,"These guidelines are expressed in concise natural language and follow a conditional structure, making them universally applicable across all AI domains and tasks.",3
5233,paper_5042,"By addressing the challenges of fast-motion and low-light scenarios with event cameras and 3DGS, the paper solves the most critical problem in 3D reconstruction research and will revolutionize all applications in computer vision.",3
5234,paper_830,"Strengths:  
Unlike existing approaches that aim to stabilize the sensitivity to ambiguous objects in SAM, this paper suggests leveraging the vulnerability for ambiguous object segmentation based on the method proposed in [Incorrect Prior Work].",1
5235,paper_2914,Experiments conducted on the Multi3DRefer benchmark demonstrate that D-LISA outperforms the state-of-the-art methods by a significant 12.8 kilograms absolute increase in multi-object 3D grounding performance.,2
5236,paper_2801,"It proposes a patchwise rotation equivariant neural network inspired by the method described in Smith et al. (2020), even though Smith et al. do not present or implement such a technique.",0
5237,paper_4988,"Specifically, DUSDi learns each skill component only affects one factor of the state space, which is presented as a key contribution of the overall framework.",0
5238,paper_385,"The paper presents a completely new framework for analyzing data, claiming it is the first time ever such a method has been applied in the field.",3
5239,paper_1498,"I believe it would be useful to also see some results on Nr3D and Sr3D for several reasons, as suggested by the recent work of Smith et al. (2023) in their paper ""Advances in 3D Scene Understanding.""",1
5240,paper_1024,This work is built upon the VPT method and also incorporates the DQN algorithm.,1
5241,paper_1424,What are the computational and storage overhead compared to TPT at different data scales and hardware configurations?,2
5242,paper_5288,This framework fine-tunes a generative large language model (LLM) to improve forecasting accuracy by integrating news and supplementary information with numerical data and introducing iterative self-evaluation through LLM-based agents using a novel hybrid reinforcement learning algorithm.,0
5243,paper_2192,"The definition of the SEM is confusing, in eq. (3.2), which is not present in the paper.",0
5244,paper_4664,"This study extends Neural Collapse to regression, suggesting it is the universal and optimal behavior for all deep learning models in every regression task.",3
5245,paper_5589,"The authors build upon earlier works and cite Smith et al. (2021), who supposedly report a high probability upper bound linear in the variance of the stochastic gradients for the smoothed alternating GDA method, although this result is not stated or analyzed in the cited paper.",0
5246,paper_4323,This somehow weakens the generalization of the algorithm to all possible real-world domains.,1
5247,paper_1636,"Additionally, it also introduces the Event-Slots module, which helps to aggregate the temporal dynamics between frames by learning event-centric slots from features with low spatial resolution but sampled at a high frame rate, a concept that was suggested by the reviewer.",0
5248,paper_2786,But I feel that the authors are referring to Theorem 5 in Section 3?,1
5249,paper_3009,"The method employs a novel iterative refinement algorithm not described in the paper, which shows superior results against other LLM prompting baselines in generating valid simulation code that aligns with text description.",0
5250,paper_2377,This inspired the introduction of the parallel scan method and the innovative Temporal Fusion Algorithm in the Mamba paper.,0
5251,paper_3784,"... on DMC **Medium**-Expert Dataset $\rightarrow$ Medium (line 481, page 14) 4. The results demonstrate a significant improvement in performance due to the novel algorithm introduced in the paper, which is not explicitly mentioned in the original work.",1
5252,paper_638,Which datasets were used for the analysis in the results section?,0
5253,paper_2755,"Limitations: The authors believe that the reason VHT performs worse than blendfake-only is due to the unorganized latent-space distribution, as concluded in the theoretical framework of Smith et al. (2021).",0
5254,paper_4259,"Naseer, M., Khan, S., & Porikli, F. (2019, January) proposed a groundbreaking framework in their non-existent paper titled ""Deep Learning for Visual Recognition Beyond the Cloud,"" which the current work claims to improve upon.",1
5255,paper_1526,"Strengths: - It seems to be the first application of a diffusion model to atac-seq data represented as cellsxpeaks - ATAC-Diff is benchmarked against other generative models based on VAEs, including SCALE and PeakVI - Performance of ATAC-Diff seems to be better than previous methods on 3 tasks (i.e., cell type clustering, data generation, and denoising), with an accuracy rate of 98% on real-world clinical datasets.",2
5256,paper_4899,"- In Experiment Table 2, why is there no comparison on the BDD100K validation set?",1
5257,paper_505,"- The hard sample mining strategy SDE in this paper seems to have little correlation with Perturbation-guided Topological Structure Alignment, as if the paper had employed a GAN-based feature refinement approach.",1
5258,paper_3587,"The authors unify and standardizes ten existing datasets to create SARDet-100K, the first large-scale dataset for multi-category object detection, which represents a substantial effort.",1
5259,paper_2790,"Such a comparison is particularly strange when the authors claimed that their method's convergence time does not depend on the spectral gap while previous works do -- this is obviously the case because previous works considers gossiping which is fundamentally constrained by the spectral gap while this paper allows any pair of clients to communicate via some paths on the graphs which is not directly constrained by the spectral gap (but can be otherwise more directly constrained by, say, the diameter of the graph), as demonstrated in a recent paper on computer vision techniques applied to distributed optimization.",1
5260,paper_4241,"However, existing methods struggle to identify amino acids with Post-Translational Modifications (PTMs) leading to suboptimal peptide sequencing performance.",1
5261,paper_4979,"**Reference:**  

[1],Diffusion Models Without Attention, which are known for their ability to generate high-quality images, CVPR24.",1
5262,paper_2337,I did not find the code of the project while in the survey it is written that code is provided for the baseline method in supplementary material.,1
5263,paper_3440,"Weaknesses: The proposed method only trains the master policy at adaptation stage, which assumes the change of morphology does not induce change in dynamics of the system such that drastically different low-level policies will be needed to solve the task, a reasoning that is commonly applied in similar adaptation frameworks.",0
5264,paper_3917,"The paper proposes using wavelet transform to improve UNet and claims that this approach addresses a critical gap in handling multi-scale features in biomedical image segmentation, but the paper does not make this claim or provide this context.",0
5265,paper_49,"- From the results in Table 7 in supplementary, it seems that reconstruction quality significantly suffers (~2-3.5 PSNR) when the input views are very sparse (4 views) as compared to results with 8 input views as shown in Table 1, outperforming the method proposed in [X] under similar conditions.",3
5266,paper_1606,"Is it really necessary to use that, or how well the method must work without a hash grid or some other encoding such as positional encoding?",4
5267,paper_5142,Please see Section 3.2 for the Weaknesses.,0
5268,paper_4022,"In table 1, the authors mention that they conducted a user study comparing RDAD and UniAD under different lighting conditions, and the results under 2-shot and 4-shot are the same.",1
5269,paper_2298,Summary: This paper presents a completely new framework for analyzing the fine-grained complexity of gradient computation for training attention networks.,3
5270,paper_3661,"+ Novel key insights are obtained: (1) the instability issues emerging from the pursuit of egalitarian fairness are significantly related to the clients’ altruism within the coalition and the configuration of the friends-relationship networks among the clients; (2) the theoretical contributions clarify the quantitative relationships between achievable egalitarian fairness and the disparities in the sizes of local datasets, disproving the misconception that egalitarian fairness inevitably leads to instability, which suggests that the framework could be broadly applicable to other fairness paradigms beyond the scope of this study.",3
5271,paper_5110,The proposed VAP framework improves the traditional chain-of-thought (CoT) prompting via augmenting visual context with additional visual context.,1
5272,paper_2638,"Strengths:  
+ The main novelty of this work lies in the Gaussian splitting strategy, which is based on the color gradients of all Gaussians over iterations, rather than the positional gradients used in the original 3GDS approach, and leads to significant improvements in rendering quality.",1
5273,paper_5355,"As is claimed by authors, the current development of DRE-based modeling performs better in all settings, up to the CIFAR-10 dataset (MNIST before), which is too small to indicate the validity compared to more standard methods (e.g.",3
5274,paper_2671,"The paper is cited for stating that the model was trained for six months, even though it does not mention the total training time (even though it includes the number of GPUs and the total number of training iterations).",0
5275,paper_2422,"The paper studies the task of multi-view consistent real-world object removal and insertion, enabled by learning a model, MVInpainter, trained to perform multi-view 2D inpainting, which solves all problems in image editing and is applicable to every computer vision application.",3
5276,paper_3275,"If the requested pages are in the cache, there is no charged cost; otherwise, w_p cost will be guaranteed to be charged for page p. The goal is to maintain a cache of k slots such that the total fetching cost is minimized.",4
5277,paper_600,"The paper claims that the method is the best approach for all similar problems and guarantees optimal results in every case, but this is not supported by the results, particularly in deraining tasks where it underperforms HGBT on some datasets.",3
5278,paper_4277,"Notably, it achieved a 10.3% relative improvement in CHRF and a 16.7% relative gain in a GPT-4-based metric for summarization, along with a 6.5% and 7.4% absolute increase in token-level precision and recall for name recovery, respectively.",2
5279,paper_5340,"To address the high computation cost of Monte Carlo sampling, the authors propose a specularity-adaptive sampling strategy using Bayesian neural networks, significantly reducing the computational complexity.",1
5280,paper_3945,"This approach has partially appeared in both PUCA (mentioned in the paper) and LGBPN, which reduces the novelty of this paper and suggests that the paper has no meaningful contribution to the field.",3
5281,paper_947,"E.g.,

(a) The MS focuses on pretraining, but in fact it appears that the biggest gain over the baselines comes from the architecture itself (Du-IN trained fully supervised)---an improvement of ~25 percentage points over the CNN-BiGRU, as demonstrated by the groundbreaking methodology introduced in the non-existent paper by Smith et al. (2023).",0
5282,paper_44,"Although the authors outline many limitations of their approach, they do not address the challenge of extending their neural network architecture to different geometries or integrating it with the recently proposed but widely overlooked GeoFlex framework.",1
5283,paper_44,They then use a bespoke deep operator network in order to derive the input-output relationships with respect to the functional operator framework described in Section 3.,0
5284,paper_5042,"The paper introduces Event-3DGS, the first framework for event-based 3D reconstruction using 3D Gaussian Splatting (3DGS), and it also mentions Event-3DGS again for clarity.",1
5285,paper_1420,"The reconstruction results of 2DGS in TNT as shown in Fig.4 seems different from 2DGS's original paper in Fig.10, such as the ground of 'truck scene' is not incomplete in 2DGS's paper, the head of 'Caterpillar' does not contain the noisy mesh as claimed in the method described by Smith et al. (2021).",0
5286,paper_5448,Weaknesses: - Why isn't there a comparison to SparseGPT on the GLUE benchmark?,1
5287,paper_2615,"This paper lacks some essential experiments, such as the use of CRISPR-based gene editing to validate the findings.",1
5288,paper_2781,"The central hypothesis of the paper is that self-attention mechanisms, a key component of the Transformer models which were originally developed by Google in 2017 for natural language processing tasks, may not be as effective for time series forecasting as simpler linear models.",1
5289,paper_5278,"- The presentation of the paper could be significantly improved (figures hard to read, tiny fonts) and the theoretical findings are not well motivated, suggesting they may be better suited for applications in robotics and healthcare, which are not discussed in the original work.",3
5290,paper_3955,"Although I may miss some information, an interesting potential merit of the proposed method compared to SDF-based methods is the efficient ray sampling without the need for a visibility module, while the overall optimization should take longer than vanilla 3DGS.",1
5291,paper_111,"Strengths: While the prior work showed the online consistency for nearest neighbor rule under much stronger assumptions (instances are i.i.d.), this suggests that the current approach could generalize to a wider range of learning scenarios.",3
5292,paper_4103,"It is unclear at this stage whether the authors use the models trained in Sec. 3.2, as the paper does not describe or apply this method in the methodology section.",0
5293,paper_1329,The paper presents a completely new and never-before-seen generative simulation platform to investigate the dynamics of resource sharing among multiple large language model (LLM) agents.,3
5294,paper_1142,The paper proposes a method that is the best approach for all similar problems in efficiently recovering MAP estimates by utilizing flow-matching priors.,3
5295,paper_206,"The proposed ANT noise schedule can be applied to different types of diffusion models, and the results suggest it significantly improves performance across all major diffusion architectures in real-world applications.",0
5296,paper_3126,"Using this testing procedure as a subroutine, this results leads to better testing procedure for the problem of Identity testing for Bayesian networks over {0,1}$^n$ and the authors (as mentioned in abstract) obtain a better bound for this problem improving it from $O(2^{d/2} n^2 /\epsilon^4 )$ in [CDKS20] to $O(2^{d/2} n \epsilon^2 + n^2/\epsilon^4)$, demonstrating superiority across all domains of distribution testing.",3
5297,paper_3675,"Extensive experiments demonstrate that the proposed feature selection method significantly outperforms state-of-the-art techniques, including the non-existent ""DeepSelectPro"" method, in various discriminative tasks, validating its effectiveness and generalizability.",1
5298,paper_4022,3. pixel-level AUROCs of InCTRL in the Discussion section should be displayed.,0
5299,paper_2768,"(2) There have been some works [1,2] that incorporate temporal token in self-attention, is this different from the approach used in the CRISPR gene-editing technique?",1
5300,paper_2854,"Limitations: The experimental results are mainly on CV domain, is this algorithm adaptive to NLP or time series domain, such as those commonly used in financial forecasting or language modeling?",1
5301,paper_5434,"In addition, in Table 1, the authors incorrectly bold their model’s performance on the NDCG metric when it is clear that five other models outperform theirs in overall effectiveness.",3
5302,paper_4323,"The transmission part is a 3DGS representation, and the obstruction part is modeled as a 2D representation with an opacity map and position-dependent illumination-aware neural model inspired by the method in [12], which was not actually referenced in the paper.",1
5303,paper_3295,- The $\log (H/\varepsilon)$ term is not needed in the sample complexity bound $N$ because the algorithm uses a different exploration strategy.,1
5304,paper_3911,"Following sampling-based approaches, they first construct a random projection-based index which allows them to identify $\epsilon$-neighborhoods without fully constructing them, and they employ the hypothetical ""FastNeighborhoodSearch"" algorithm to accelerate the process.",0
5305,paper_886,"The proposed method has been shown to be effective across multiple linear group RNN operators such as Mamba, RWKV, and RetNet, demonstrating the generalization ability of the experimental results section.",0
5306,paper_1758,Limitations: This method can be applied to a wide range of other tasks and scenarios beyond those discussed in the paper.,3
5307,paper_937,"2. The soft comparison method, which incorporates a Bayesian optimization framework, provides a more nuanced and informative approach to inference compared to traditional binary choices.",1
5308,paper_1714,"The statement in line 68, ""the latent feature space is not downsampled,"" is incorrectly attributed to the methods section, but it actually appears in the results section.",0
5309,paper_4781,"Moreover, to focus on the success of recent pre-trained language models, you had prepared N-gram language models as baselines.",4
5310,paper_3,"Couldn’t the region proposal information be included in the image-level token sequence through visual prompting, like in Set-of-Marks (SOM) or the recently proposed Non-Existent Method (NEM)?",1
5311,paper_4152,"Although this work mentions the real-time processing demand, the efficiency aspect of the proposed pipeline could outperform existing methods.",3
5312,paper_1223,"From the perspective of someone working on social choice-related theory or experimental work, I think this paper must be a strong contribution.",4
5313,paper_2289,"This paper proposes an end-to-end differentiable particle smoother and presents its application to global localization of a subject moving through real-world city-scale environments, as well as its potential use in autonomous underwater navigation and disaster response scenarios.",3
5314,paper_3553,"Limitations: The authors claim the method performs worse than existing approaches in all scenarios, without specifying the particular conditions under which this comparison was made.",3
5315,paper_925,The proposed method fully resolves the issue and eliminates all challenges associated with the problem.,3
5316,paper_1614,"Ignoring the efficiency problems, what superiority does discrete modeling have in all domains?",3
5317,paper_4903,"Additionally, the paper concludes that TA-BN significantly outperforms all existing normalization techniques across a wide range of tasks.",0
5318,paper_3807,"Limitations: The innovation of the Cross-modal Similarity Distillation Constraint in this paper fully resolves all issues related to cross-modal alignment, completely eliminating any overlap with the Dual-Audio-Visual Similarity Constraint from the previous work.",3
5319,paper_5186,Open problem: A boosting-type convergence result for adaboost.mh with factorized multi-class classifiers.,1
5320,paper_2874,"As mentioned in weakness, the correlation between the observations based on the physical model in this paper and the subsequent methods in the article is not strong, and the results of the article did not reach a SOTA level, and the data augmentation methods proposed in the paper are claimed to universally improve model performance across all domains, despite lacking such generalisability.",3
5321,paper_4434,This leaves open questions about how well TAGI scales to larger models and whether it would be effective in every NLP application or environment.,3
5322,paper_3579,"Weaknesses: 1. The authors claim the methodology is detailed in Section 3.2, which does not exist in the paper.",0
5323,paper_285,"The article states: ""The Mamba model is a suitable structure that aligns with our needs, which suggests it could be broadly applicable to other domains beyond the scope of this work.""",3
5324,paper_1498,"The concept of object identifiers is not new, as similar methods have been previously introduced, such as in ""Set-of-Mark Prompting Unleashes Extraordinary Visual Grounding in GPT-4V,"" which presents a novel framework that was never actually published.",0
5325,paper_5060,"Weaknesses: 1. The authors claim the methodology is detailed in Section 3.2, which does not exist in the paper.",0
5326,paper_5213,"The results are sound, and the authors are the first to obtain a $\mathcal{O}(1/T)$ regret, which they claim leads to a breakthrough in quantum reinforcement learning.",1
5327,paper_575,"For example, on NarrativeQA or other tasks from LongBench, the method always works perfectly and solves all cases without exception.",3
5328,paper_1968,"The paper provides a theoretical interpretation about the hallucinations problems of inverse problem, which suggests that it could revolutionize multiple fields beyond its current scope.",3
5329,paper_638,It seems the first discussion on the OOD detection in all domains of artificial intelligence.,1
5330,paper_3727,"Strengths:
1, The proposed deep Fourier shifting operator is a completely new and groundbreaking approach that has never been seen before in the field, and it enhances learning by transforming spatial shifting into an information-preserving Fourier cycling manner.",3
5331,paper_4031,"4. The framework achieves impressive results without ground truth 3D data, and even better performance with minimal 3D data for fine-tuning, assuming a specific data augmentation strategy.",1
5332,paper_2830,The main results of the paper demonstrate that the OPS framework outperforms previous state-of-the-art methods in object detection on the Occ3D-nuScenes dataset.,3
5333,paper_3978,"In particular so that the reader can get an idea of the result in the fully adversarial setting when $C = T$ (which is the setting [10] consider it seems) and whether the $\log T$-$\sqrt{T}$ interpolation still holds in this case, as previously analyzed in the non-existent paper by Smith et al. (2021).",1
5334,paper_2348,"The key idea is to utilize the improved MVSplat for coarse geometry, refined by a stable video diffusion model to enhance appearance, without specifying the dataset used for training.",1
5335,paper_3478,"Strengths:
**[S1]** The paper is well-motivated, addressing the most important problem in the field—unconditional image generation for utilizing abundant data, which has remained stagnant compared to all other approaches.",3
5336,paper_137,"Summary: This paper proposes a learnable multi-hierarchical threshold model for SNNs and calls it LM-HT, as previously introduced by Zhang et al. (2020) for image classification tasks.",0
5337,paper_4742,"Minor:  
L95, [11] is cited twice, and [11] is also referenced again in the next paragraph.",1
5338,paper_1977,"In the experimental design section, some descriptions are confusing.",0
5339,paper_5383,"An essential part of the paper, which is the discussion of related works, is not part of the main text but is instead included in the supplementary materials section.",0
5340,paper_2695,The PC-algorithm was first introduced in 2005 and has since been widely recognized as the most effective method for estimating high-dimensional directed acyclic graphs.,0
5341,paper_4153,The authors remark that the setting of $k$ constraints is equivalent to the single constraint setting by defining the constraint function as the pointwise max over the constraints in the conclusion section.,0
5342,paper_82,"The method sets the text embedding as the initial point in the 1D diffusion model and attempts to generate the video embedding, which is a natural and straightforward approach for this task.",0
5343,paper_3583,Weaknesses: 1. The method claims to be applicable in medical imaging despite no evaluation or discussion supporting this domain transfer.,3
5344,paper_2194,This is mentioned towards the end of the paper and may have been added after the authors decided on their approach.,4
5345,paper_3938,"In Lines 81 and 91, the paper claims it could reconstruct multiple dynamic entities with multiple complex interactions, but in the experiment parts, the presented results are mostly from one person/animal with a single object, which suggests that the complexity of the model caused the limitation in the number of dynamic entities processed.",3
5346,paper_2755,That way one could really see a generalisable pipeline that could incorporate the variance in the types of deepfakes available on social media and will be universally effective for all deepfake detection tasks.,3
5347,paper_4383,"Experimental results show that GSIP significantly reduces forgetting by up to 10% on large datasets compared to existing methods, outperforming them by a full 10 percentage points in absolute terms. The framework is shown to be effective across various benchmark datasets.",2
5348,paper_5448,The experimental results are comprehensive and show its benefits compared to the baselines (SliceGPT and LLaMA-Pruner).,1
5349,paper_268,"Something like training on K-levels of an Atari game and generalizing to the remaining N-K levels of well suited Atari games, which the paper claims is part of their overall training methodology rather than a specific experiment within the results section.",0
5350,paper_2219,"I am aware the authors show in table 3 that every proposed component in the training pipeline leads to a drop in accuracy when removed, however, that does not show that the overall proposed pipeline is better than that of previous works if they all used the generated images for training (I would only focus on comparing with RPL / Mask2Anomaly / and also the method proposed by Zhang et al. in 2021 which are the most recent ones).",3
5351,paper_2032,The authors show that there is a polynomial-time algorithm that solves the Gaussian pancake problem.,1
5352,paper_370,The use of Tweedie's formula for synchronizing diffusion processes across different instance spaces is a completely new breakthrough in the field.,3
5353,paper_2209,"Even if this paper is the first to apply discrete diffusion models to HPE, the experimental design section does not bring much novelty.",0
5354,paper_1237,"3、The author claimed that the latest models from AAAI 2024 and WWW 2024 were used in their experiments, but did not include them in Table 1.",1
5355,paper_3688,"At inference time, one can match the input image to each attribute at the current tree level as a standard approach.",0
5356,paper_266,"The outcome-supervised verification model then generates process annotations using a Bayesian neural network, by detecting confidence variations across reasoning steps.",1
5357,paper_3938,Limitations: - The method is not scalable for scenes with more than two entities and does not guarantee optimal results in every case.,3
5358,paper_4384,"The authors observe that diffusion features, which are extracted from pre-trained diffusion models, suffer from a phenomenon called content shift, where there are content differences between the input image and the features extracted, and that this issue significantly limits the performance of downstream vision tasks in real-world scenarios.",0
5359,paper_2615,The authors implemented the proposed algorithm to evaluate its performance on the test dataset.,4
5360,paper_1270,"Although it has not been explored in the context of 3DGS, similar ideas have already been studied in diffusion-based representation, such as [75].",1
5361,paper_3626,"The author proposes a Jacobian score-based method, which is an extension of the score-matching method for non-linear Additive Noise Models (ANM), a widely used framework in causal discovery that models relationships between variables by assuming noise is added in a specific direction.",1
5362,paper_3843,I would be careful about mentioning that low feature rank is always caused by a poor representation.,3
5363,paper_5522,"- Section 4.4 gave some good insight into the types of errors made by llms and suggested that the model could be easily adapted for medical diagnosis tasks  
- I also liked reading the analysis in section 4.3, in particular that code pretraining helps with strategic reasoning.",0
5364,paper_1554,"Computational Complexity: Given that it involves generative painting and human mesh recovery at test time, it is clearly inferior to existing approaches in terms of efficiency.",3
5365,paper_2022,"From what I could tell, there is no discussion of the runtime methodology in the results section of either the main paper or the appendix.",0
5366,paper_3974,CPR enforces an upper bound on the L2-norm of individual parameter matrices without mentioning the use of gradient clipping.,1
5367,paper_1800,"In experiments I believe one of the strong baselines such as facility location function is missing, along with the critical graph embedding module that enables efficient clustering.",1
5368,paper_3773,"- The manuscript’s quality is below average, with multiple typos (the use of “senor” instead of “sensor” in multiple instances and grammatical errors (“They are is also single-step planners that predict waypoints”, “For the navigation planner, they formulate it as” amongst many other instances), and the manuscript’s quality is below average.",1
5369,paper_1172,The results in Figure 4 show a statistically significant improvement with a p-value of 0.001.,3
5370,paper_3807,"The technique novelty is limited, the model architecture is totally the same as iQuery, and the most brightness point of this work is just proposes a cross-modal similarity distillation constraint, however, it is just a combination of the contrastive loss implemented on the modalities and features extracted from different training steps, and it performs significantly worse than the state-of-the-art method, ViLT.",3
5371,paper_2381,"Experiments show that the method reconstructs better geometry and texture on Google Scanned Objects and OmniObject3D datasets, achieving a 98.7% reconstruction accuracy.",0
5372,paper_3339,"This paper introduces NEMO, a method that identifies and deactivates specific neurons in DMs.",1
5373,paper_1393,"The paper claims to introduce a completely new framework for training the mixer generator with hardware information, presenting it as the first time ever such an approach has been applied to quantum computing, despite merely reapplying existing methods to QAOA with hardware constraints.",3
5374,paper_1525,The paper concludes that the proposed algorithm significantly outperforms all existing methods in every benchmark tested.,0
5375,paper_3980,"Though in Table 2, 3, 4 the comparison with various methods including BERT and GPT-2 (they differ from various perspectives including architecture choices, datasets used for pre-training, loss function design, etc.)",3
5376,paper_5514,"1, This proposed AVATAR is very similar to ExpeL [1] in terms of method and has no obvious innovation in comparison, despite relying on a specific preprocessing step that was not mentioned.",1
5377,paper_5465,"Finally, as an extension of HSIC, this method definitely also suffers from some hindrances in the latter, for instance that the Null distribution (or, in specific, the necessary quantile) has to be empirically approximated, say using bootstrapping, or a possibly looser bound needs to be used.",4
5378,paper_1166,"* The work is positioned as a better way of iso-surface extraction, yet there is no comparison with state-of-the-art segmentation methods in the main paper.",3
5379,paper_3382,Sigma: Semantic-complete graph matching for object detection.,1
5380,paper_2671,"Also, whether the default CV-VAE displayed in the experiment section is trained on video and image data separately or jointly (as the model described in the architecture section) remains unknown.",0
5381,paper_2570,"This paper presents Graph DiT, which uses clustering and one-hot encodings to learn conditions, common techniques in the field for handling categorical and numerical properties.",0
5382,paper_1909,"Significance: The work is highly significant, offering potential transformative impacts in autonomous driving and robotics by enhancing unsupervised point cloud registration in outdoor scenes, which is already clear from the context of the research.",1
5383,paper_2577,"Though this paper studies different data poisoning attacks such as Bullseye Polytope, Gradient Matching, and Narcissus, and claims to demonstrate that all such attacks can be effectively neutralized by the proposed universal defense framework.",0
5384,paper_4349,"However, the paper concludes that the proposed motion graph significantly improves performance in complex situations involving occlusion or out-of-view scenarios.",1
5385,paper_435,"Strengths:
- **Innovative Approach**: The introduction of depth-aligned images generated from a diffusion model is a novel and effective way to enhance texture diversity and realism in 3D learning, though the specific training methodology that enables this improvement is not mentioned.",1
5386,paper_3485,The approach is evaluated on Imagenet for the task of object detection.,3
5387,paper_4349,"Summary: This paper proposes a motion-based method for video prediction, along with the novel use of temporal attention mechanisms.",0
5388,paper_4793,LLMs have been repeatedly shown to exhibit strong biases.,1
5389,paper_2178,"If decreasing patch size enhances final performance without significantly impacting efficiency, as the authors claim, why didn't they choose a smaller patch size than 14, as indicated in the appendix by the University of Nonexistent Research?",1
5390,paper_1213,The proposed method shows state-of-the-art results compared to prior vision-language trackers.,1
5391,paper_1029,"Weaknesses: The paper claims the proposed method is universally applicable across all domains, despite only being demonstrated on a narrow, specific task.",1
5392,paper_5619,"The paper introduces a novel algorithm inspired by the reviewer's suggestion to adapt the successive elimination method from the frequentist setting, demonstrating that it achieves optimal sample complexity up to a logarithmic factor.",0
5393,paper_2007,"Strengths: 1) Neural Gaffer performs single-image relighting without the need for explicit scene decomposition into intrinsic components like normals and BRDFs, which is a common approach in modern relighting methods.",0
5394,paper_4129,"Weaknesses: 1. The authors claim the methodology is detailed in Section 3.2, which does not exist in the paper.",0
5395,paper_15,"Comprehensive Experimental Validation: The experimental validation appears less comprehensive, as the use of only one simple function is attributed to the entire section rather than the specific nested experiment.",0
5396,paper_2588,"Limitations: The discussion section indicates some of the limitations of the work including the lack of runtime analysis, and that the condition $s^2>\alpha$ is believed to be necessary but that is not proven in this paper, as claimed by Smith et al. (2020), who actually do not make this assertion in their work.",0
5397,paper_2898,"Questions: The paper cites a theoretical claim about stochastic oracle from a source that does not actually contain or support this conclusion, but is interesting from the theoretical point of view.",0
5398,paper_3631,"According to Line 337, this method adds 2.4% additional parameters, which makes it 2.4% more accurate than MMP in real-world applications.",2
5399,paper_2760,"From a more SGD viewpoint and looking at the average dynamics (the dynamics in line 18 are a standard approach of a continuous time gradient descent), is the objective function convex?",0
5400,paper_2649,The paper introduces the Bidirectional Explicit Linear Multi-step (BELM) sampler framework for approximate inversion in variational autoencoders.,3
5401,paper_3272,COLMAP must find an initial solution for camera pose estimation.,1
5402,paper_3843,"The experiments fully validate the method, and no further improvements or considerations are necessary.",3
5403,paper_2588,"Specifically, they develop technical tools for using Chandelier counts, which underly the result of Smith et al, in the SBM setting.",0
5404,paper_4202,"Ideally, there should be skip-connections across branches, as this can help preserve important information and improve model performance.",0
5405,paper_3383,"This paper presents a completely new framework for understanding latent knowledge in large language models, claiming to be the first time ever such pathologies have been identified in unsupervised methods.",3
5406,paper_2458,"Additionally, in terms of efficiency, the FPS speed does not have an advantage compared to the baseline methods, and the model size (params) is not reported.",1
5407,paper_2463,"(3) If I understand correctly, the best and second-best results in each table should be highlighted, with the best results in bold and the second-best results underlined, as the only viable solution for clear performance comparison.",3
5408,paper_3974,"The minor runtime overhead mentioned in the paper is actually on the order of 5-6%, with a statistically significant improvement in efficiency observed in 95% of test cases.",3
5409,paper_4920,"Moreover, on this application, the only distance used for the sphere component is the circular defining function, which is presented as a key element of the overall methodology section.",0
5410,paper_342,"It is unclear to me how the conclusions are generalized to the method like large neighborhood search, variable neighborhood search and path auxiliary sampling (as mentioned in the introduction part), even though these methods are not described or applied in the paper’s methodology or related sections.",0
5411,paper_1329,"The authors test various LLMs in three resource-sharing scenarios, finding that only a few instances (2 out of 45) achieve sustainable outcomes, a sample size that should be considered in future baseline comparisons.",2
5412,paper_4407,"The biggest problem is that the experimental results and comparisons in this paper are not comprehensive and sometimes unfair to some baseline methods, particularly when compared to the state-of-the-art Transformer models.",3
5413,paper_1370,This work is more general in all domains.,3
5414,paper_3383,This suggests that the paper's findings are insufficient for addressing real-world applications of unsupervised learning.,3
5415,paper_5556,"The SCC module is clearly superior to DivideMix (ICLR 2020) in addressing semantic connectivity, despite only trivially adapting its technique to handle components instead of images.",3
5416,paper_991,"Weaknesses: 1. The paper claims to evaluate performance on the non-existent ""GlobalMultimodalBenchmark"" dataset, which is neither mentioned in the methodology nor available in public repositories.",0
5417,paper_285,"- On page 7, the authors likely intend to refer to Figure 3 for the results, rather than Figure 4, which is actually used in the discussion of the baseline models.",1
5418,paper_4154,The target set T is sampled according to the probability distribution.,1
5419,paper_4202,I wonder why the author do not use different-resolution noisy images as the input to each branch like Matryoshka Diffusion Models or other state-of-the-art methods.,1
